filename,LCD,PLD,LFPD,cm3_g,ASA_m2_cm3,ASA_m2_g,NASA_m2_cm3,NASA_m2_g,AV_VF,AV_cm3_g,NAV_cm3_g,Has_OMS,Metal 1,Percent 1,Metal 2,Percent 2,Hydrophobic / Hydrophilic
TAXHUX_clean,3.51407,3.06361,3.50906,1.66232,0,0,17.8072,10.7122,0.4476,0.269262,0,No,Zn,0.166096042,Zn,0.166096042,0
TEDGOA_clean,8.51326,7.7807,8.51326,0.69107,2386.95,3453.99,0,0,0.7586,1.09772,0,No,Zn,0.094867189,Zn,0.094867189,0
TERFIH_clean,8.67393,6.18537,8.67393,1.20336,1858,1544,0,0,0.6538,0.543311,0,Yes,Zn,0.113335171,Ir,0.333205056,0
TIKXER_clean,3.09349,2.55371,3.08016,2.26283,0,0,0,0,0.3132,0.138411,0,Yes,Eu,0.27744124,Cu,0.116016168,0
TIVXOM_charged,5.78959,4.20151,5.78959,1.67755,480.697,286.547,0,0,0.428,0.255134,0,Yes,Ag,0.12451472,Ag,0.12451472,0
TOTVUV_clean,3.89085,3.14087,3.89085,2.64196,0,0,146.899,55.6025,0.3742,0.141637,0,Yes,Cd,0.263990869,Cd,0.263990869,0
TOVJAP_charged,4.47668,3.46305,4.46299,1.95257,333.013,170.551,90.5462,46.3727,0.4092,0.209569,0,Yes,V,0.258687226,Fe,0.035448476,0
TOWLOI_clean,5.17624,2.79106,5.17556,1.37437,0,0,501.879,365.169,0.4822,0.350851,0,No,Fe,0.115238897,Fe,0.115238897,0
TOWPAY_clean,10.36333,5.51503,6.36146,0.959971,1250.02,1302.14,591.404,616.064,0.659,0.686479,0,No,Fe,0.109371328,Fe,0.109371328,0
TUDHUW_clean,11.4017,3.42736,11.39228,0.925393,1483.59,1603.2,0,0,0.6498,0.702188,0,No,Zn,0.143644321,Zn,0.143644321,0
TUDJAE_clean,11.47947,3.55374,11.46823,0.907068,1523.5,1679.59,0,0,0.6564,0.72365,0,No,Zn,0.143644321,Zn,0.143644321,0
TUDJEI_clean,11.45765,3.52097,11.45765,0.912862,1514.71,1659.3,0,0,0.6552,0.717742,0,No,Zn,0.143644321,Zn,0.143644321,0
TUDJIM_clean,11.39757,3.44135,11.3863,0.926734,1496.33,1614.63,0,0,0.6498,0.701172,0,No,Zn,0.143644321,Zn,0.143644321,0
TUDJOS_clean,11.48826,3.97011,11.48826,0.911585,1583.78,1737.39,0,0,0.6576,0.721381,0,No,Zn,0.143644321,Zn,0.143644321,0
TUDJUY_clean,11.45685,3.50876,11.41272,0.916244,1516.85,1655.51,0,0,0.6546,0.714439,0,No,Zn,0.143644321,Zn,0.143644321,0
TUDKAF_clean,11.49204,3.53756,11.48138,0.908061,1519.08,1672.88,0,0,0.6552,0.721538,0,No,Zn,0.143644321,Zn,0.143644321,0
TUDKEJ_clean,11.41556,3.45595,11.40616,0.924356,1492.99,1615.17,0,0,0.6502,0.703409,0,No,Zn,0.143644321,Zn,0.143644321,0
UFANEV_charged,6.18124,5.40961,6.18124,1.34624,1415.98,1051.8,0,0,0.542,0.402602,0,No,Ag,215.7364,Ag,215.7364,0
UJOWIA_charged,3.533,2.44731,3.533,1.41822,0,0,11.4515,8.07454,0.4242,0.299107,0,No,Co,0.10767885,W,0.167950169,0
UKULOB_clean,3.82761,3.2197,3.73471,2.17209,0,0,123.745,56.9706,0.3964,0.182497,0,Yes,Fe,0.122536059,Ag,0.473372516,0
UKULOB01_clean,3.80006,3.21073,3.67546,2.09728,0,0,130.666,62.3029,0.4118,0.19635,0,Yes,Fe,0.122536059,Ag,0.473372516,0
UKUMAO_clean,3.76852,3.23056,3.72223,3.06841,0,0,99.8887,32.5539,0.4034,0.131469,0,Yes,Fe,0.088091914,Au,0.621404316,0
UKUMAO01_clean,3.71518,3.2095,3.58844,2.99592,0,0,81.8788,27.3301,0.4,0.133515,0,Yes,Fe,0.088091914,Au,0.621404316,0
UMELUU_clean,3.32541,2.55721,3.30773,2.40288,0,0,0.208043,0.0865805,0.4438,0.184695,0,Yes,Cd,0.250407641,Cd,0.250407641,0
UMEMAB_clean,2.96798,2.50943,2.96719,2.54393,0,0,0,0,0.4088,0.160696,0,Yes,Cd,0.250407641,Cd,0.250407641,0
UMORIY_clean,3.159,2.5135,3.159,2.44096,0,0,0,0,0.4376,0.179273,0,Yes,Cd,0.250407641,Cd,0.250407641,0
UMUXAC_clean,6.25561,4.08308,6.25561,2.75236,376.547,136.809,0,0,0.4264,0.154921,0,Yes,Cu,0.133205661,Cu,0.133205661,0
UNIGEE_clean,14.93053,7.82687,14.92608,0.605547,2221.53,3668.64,0,0,0.8002,1.32145,0,No,Zn,0.169847519,Zn,0.169847519,0
UVINAP_clean,4.33279,3.86236,4.33279,1.23597,436.504,353.166,0,0,0.445,0.36004,0,No,Co,0.061463884,Co,0.061463884,0
UYAQAN_clean,7.19018,5.3716,7.19018,1.13147,742.019,655.8,0,0,0.4556,0.402661,0,No,Mg,0.02446052,Mg,0.02446052,0
UYAQER_clean,7.13794,5.63767,7.13794,1.22808,769.847,626.871,0,0,0.4562,0.371475,0,No,Zn,0.06077383,Zn,0.06077383,0
VACFUB_clean_h,8.50715,8.34107,8.50715,1.18054,1091.35,924.448,0,0,0.5186,0.439291,0,No,Zn,0.10559263,Zn,0.10559263,0
VACFUB01_clean,8.53124,8.3704,8.53124,1.18192,1047.12,885.95,0,0,0.5384,0.455532,0,No,Zn,0.10559263,Zn,0.10559263,0
VATXEU_clean,7.38612,5.95802,7.38612,2.25172,1314.88,583.946,0,0,0.537,0.238485,0,No,U,0.259814961,U,0.259814961,0
VAZTOG_clean,15.08014,7.93969,15.07583,0.589901,2233.7,3786.57,0,0,0.8002,1.3565,0,No,Zn,0.169847519,Zn,0.169847519,0
VEHROR_charged,9.13073,3.34226,9.11823,1.31035,1146.74,875.134,0,0,0.574,0.438049,0,No,La,0.180130649,La,0.180130649,0
VIRPOC_clean,7.89373,4.43058,7.89373,1.31415,1678.47,1277.23,0,0,0.6094,0.463722,0,Yes,Ni,0.222179741,Ni,0.222179741,0
VISTOG_clean,4.99734,2.98288,4.99734,1.87105,0,0,1016.52,543.287,0.591,0.315866,0,Yes,Cd,0.348146649,Cd,0.348146649,0
VISTUM_clean,3.90076,3.50208,3.90076,1.91514,365.822,191.016,0,0,0.4562,0.238207,0,Yes,Cd,0.266156833,Cd,0.266156833,0
VIZRIH_clean,5.68106,4.30035,5.67077,1.59459,463.928,290.94,0,0,0.436,0.273425,0,Yes,Zn,0.108752786,Zn,0.108752786,0
VURMOL_clean,13.72369,6.45196,13.7204,0.685669,2254.72,3288.35,0,0,0.7834,1.14253,0,Yes,Zn,0.160459043,Zn,0.160459043,0
VUSKAW_clean,14.98828,7.97019,14.98828,0.594675,2204.82,3707.61,0,0,0.8008,1.34662,0,No,Zn,0.169847519,Zn,0.169847519,0
VUSKEA_clean,14.99758,7.99679,14.99758,0.594675,2192.84,3687.46,0,0,0.8014,1.34763,0,No,Zn,0.169847519,Zn,0.169847519,0
VUSQIK_charged,5.07837,4.30344,5.07804,3.66199,829.428,226.497,0,0,0.418,0.114146,0,Yes,Ni,117.3868,Ni,117.3868,0
WABTOK_clean,4.92775,3.91462,4.90973,1.78273,1357.93,761.713,0,0,0.5942,0.333308,0,Yes,Cd,0.264276355,Cd,0.264276355,0
WAHMEY01_clean_h,4.18023,2.43289,4.18023,2.50709,0,0,28.4447,11.3457,0.3594,0.143354,0,Yes,Fe,0.073280272,Au,0.516922329,0
WAHREE_clean,4.96921,2.85009,4.89676,1.60709,0,0,182.972,113.853,0.387,0.240807,0,No,Co,0.045663597,Co,0.045663597,0
WICGEV_clean,4.986,4.06891,4.90495,1.61194,943.479,585.307,0,0,0.463,0.287232,0,No,Mn,0.189478062,Mn,0.189478062,0
WIHVAL_clean,4.98172,4.06866,4.90588,1.61186,947.448,587.799,0,0,0.4852,0.301019,0,No,Mn,0.189478062,Mn,0.189478062,0
WIHVEP_clean,4.98664,4.03769,4.97035,1.60991,948.127,588.931,0,0,0.473,0.293805,0,No,Mn,0.189478062,Mn,0.189478062,0
WIZFES_clean,5.50766,4.70454,5.4824,2.45051,737.964,301.147,0,0,0.3958,0.161517,0,Yes,Cd,0.232729155,Cd,0.232729155,0
WOBHIF_clean,11.56233,10.79499,11.34783,1.26386,1614.64,1277.55,0,0,0.653,0.516673,0,Yes,Zn,0.201257165,Zn,0.201257165,0
WOBHIF01_clean,11.56097,10.76086,11.56026,1.25104,1619.08,1294.19,0,0,0.6542,0.522924,0,Yes,Zn,0.201257165,Zn,0.201257165,0
WOMFIO_charged,7.57197,7.44682,7.57197,1.26544,1249.19,987.162,0,0,0.5496,0.434316,0,No,Mn,0.12098863,Mn,0.12098863,0
WONXIH_clean,3.7089,3.2937,3.66569,2.15556,0,0,99.9572,46.3717,0.3524,0.163484,0,Yes,Gd,0.284347763,Cu,0.114907237,0
WUQRAC_clean_h,9.73254,3.21457,9.72542,1.00665,0,0,823.414,817.976,0.534,0.530473,0,No,Nb,0.08464252,Fe,0.101755381,0
XAKQIL_clean,3.43745,2.67531,3.43745,1.3324,0,0,2.3891,1.79308,0.4116,0.308916,0,No,Co,0.056729459,Co,0.056729459,0
XALTEK_clean,4.31419,3.00244,4.31419,2.12624,0,0,570.547,268.336,0.529,0.248796,0,Yes,Cu,0.256106557,Au,0.396912707,0
XAMDUM_clean,13.20706,6.72961,13.20706,0.879722,2074.04,2357.61,0,0,0.7196,0.817985,0,Yes,Cu,0.157585406,Cu,0.157585406,0
XAMDUM01_clean,13.18662,6.72456,13.18662,0.882605,2071.54,2347.07,0,0,0.7186,0.81418,0,Yes,Cu,0.157585406,Cu,0.157585406,0
XAMDUM02_clean,13.17767,6.71826,13.17767,0.884458,2085.56,2358,0,0,0.7192,0.813153,0,Yes,Cu,0.157585406,Cu,0.157585406,0
XAMDUM03_clean,13.16192,6.69067,13.16192,0.887821,2084.01,2347.33,0,0,0.7178,0.808496,0,Yes,Cu,0.157585406,Cu,0.157585406,0
XAMDUM04_clean,12.94074,6.40333,12.94074,0.919994,2127.62,2312.64,0,0,0.711,0.772831,0,Yes,Cu,0.157585406,Cu,0.157585406,0
XAMDUM05_clean,13.11018,6.61787,13.11018,0.895381,2105.3,2351.29,0,0,0.717,0.800776,0,Yes,Cu,0.157585406,Cu,0.157585406,0
XAMDUM06_clean,13.1663,6.64621,13.1663,0.88326,2088.66,2364.72,0,0,0.7192,0.814256,0,Yes,Cu,0.157585406,Cu,0.157585406,0
XAMDUM07_clean,13.23294,6.7383,13.23294,0.874739,2071.26,2367.87,0,0,0.7194,0.822417,0,Yes,Cu,0.157585406,Cu,0.157585406,0
XANLUV_clean,13.12173,9.2255,12.17294,0.567489,2205.76,3886.88,0,0,0.81,1.42734,0,No,Zn,0.145609067,Zn,0.145609067,0
XANMIJ_clean,6.91782,5.66055,6.91782,1.1601,1892.28,1631.14,0,0,0.5818,0.50151,0,No,Co,0.102086817,Co,0.102086817,0
XAZGEK_clean,4.67162,3.9585,4.53755,1.49862,1406.73,938.683,116.154,77.5075,0.6196,0.413447,0,Yes,Ag,0.303063218,Ag,0.303063218,0
XEHTUB_clean,3.58584,2.84872,3.48749,2.39414,0,0,31.7227,13.2501,0.3636,0.151871,0,Yes,Cd,0.217853634,Cd,0.217853634,0
XEKDUO_clean,2.97586,2.74524,2.97586,1.90357,0,0,0,0,0.328,0.172308,0,Yes,Co,0.124477234,Co,0.124477234,0
XEWRUO_clean,3.53274,2.72431,3.53274,2.12823,0,0,17.0522,8.01239,0.4242,0.199321,0,Yes,Cd,0.203275878,Cd,0.203275878,0
XEXNEV_clean,4.91208,2.62071,4.90831,1.53893,0,0,162.017,105.279,0.37,0.240427,0,No,Co,0.049746119,Co,0.049746119,0
XIGHAX_clean,9.42856,6.02587,9.42856,1.28204,1741.22,1358.17,0,0,0.657,0.512466,0,No,Zn,0.061981794,Zn,0.061981794,0
XIGHIF_clean,9.11851,6.40194,9.11851,1.31172,1721.81,1312.64,0,0,0.6494,0.495075,0,No,Zn,0.061981794,Zn,0.061981794,0
XIPBOO_clean,7.07028,3.0369,7.07001,1.58944,0,0,593.436,373.361,0.489,0.307655,0,Yes,Gd,0.212224169,Co,0.119304115,0
XOHFIK_clean,4.90275,3.92264,4.8924,1.62483,883.153,543.535,0,0,0.4634,0.285199,0,No,Mn,0.189478062,Mn,0.189478062,0
XOHJUA_clean,3.5863,3.06344,3.56472,2.10142,0,0,35.0676,16.6876,0.3482,0.165697,0,Yes,La,0.259793983,Cu,0.118849664,0
XOSQUR_ion_b,4.37136,2.79578,4.20428,2.76683,0,0,193.203,69.8283,0.372,0.13445,0,No,Zn,0.223340105,Zn,0.223340105,0
XUJCUB_clean,2.60783,2.43081,2.60783,1.89856,0,0,0,0,0.3084,0.162439,0,No,Ni,0.136033512,Ni,0.136033512,0
XUNJIA_clean,3.16551,2.86382,3.16389,1.7582,0,0,0,0,0.3602,0.204868,0,No,Mn,0.149015472,Mn,0.149015472,0
XUNJOG_clean,3.24837,2.67373,3.2421,1.73775,0,0,0,0,0.3756,0.216142,0,No,Mn,0.149015472,Mn,0.149015472,0
YACHUH_clean,3.30647,2.47176,3.30585,1.79254,0,0,0,0,0.371,0.206969,0,Yes,Yb,0.224452298,Co,0.038220379,0
YAQZAT_ion_b,3.82212,2.95877,3.8032,2.64058,0,0,118.472,44.8659,0.4356,0.164964,0,No,U,0.283297324,U,0.283297324,0
YAQZEX_ion_b,6.27416,3.36666,5.79622,3.07979,293.774,95.3877,263.852,85.6718,0.4598,0.149296,0,No,U,0.335660063,U,0.335660063,0
YARYEV_clean,5.64641,4.02417,5.64641,1.12294,2187.12,1947.67,0,0,0.6948,0.618733,0,No,Cd,0.309712863,Cd,0.309712863,0
YAWFEI_charged,4.87237,4.21817,4.85139,1.59832,794.764,497.251,0,0,0.4888,0.305822,0,Yes,Cd,0.234478184,Cd,0.234478184,0
YEGDAR_clean,4.49428,2.55528,4.47827,1.34283,0,0,98.3884,73.2697,0.3918,0.291773,0,No,Mn,0.063436402,Mn,0.063436402,0
YEMLUY_charged,6.12904,5.80783,6.12904,1.94195,358.184,184.445,0,0,0.335,0.172507,0,No,Co,0.13703449,Co,0.13703449,0
YERJEL_clean,3.48706,2.52405,3.47298,1.36018,0,0,16.7536,12.3172,0.4112,0.302313,0,No,Ni,0.062294733,Ni,0.062294733,0
YEYBOV_clean,4.79846,4.18132,4.79846,1.50434,519.528,345.352,0,0,0.4416,0.29355,0,No,Ba,0.089442628,Ba,0.089442628,0
YIWLEV_clean,6.84017,5.52979,6.84017,1.2226,2050,1676.76,0,0,0.7014,0.573697,0,No,Cd,0.325918295,Cd,0.325918295,0
YIWLOF_clean,6.83617,5.41603,6.83617,1.24426,2039.57,1639.19,0,0,0.6978,0.560817,0,No,Cd,0.325918295,Cd,0.325918295,0
YIWMEW_clean,5.71951,3.80264,5.71876,1.30733,2035.3,1556.84,0,0,0.6656,0.509129,0,Yes,Cd,0.325918295,Cd,0.325918295,0
YIWMIA_clean,6.63746,4.87617,6.36212,1.27523,2046.38,1604.72,0,0,0.6792,0.53261,0,Yes,Cd,0.325918295,Cd,0.325918295,0
YIXYUB_clean,7.99703,7.36677,7.98615,1.64643,944.835,573.867,0,0,0.4756,0.288867,0,No,Cd,0.176981426,Cd,0.176981426,0
YIXZAI_clean,7.92995,7.28051,7.92995,1.6586,940.685,567.157,0,0,0.461,0.277946,0,No,Cd,0.176981426,Cd,0.176981426,0
YOCLEJ_clean,13.16813,6.65727,13.16813,0.881908,2114.87,2398.07,0,0,0.7196,0.815958,0,Yes,Cu,0.157585406,Cu,0.157585406,0
YOCLIN_clean,13.22354,6.67449,13.22354,0.8764,2113.41,2411.46,0,0,0.7206,0.822227,0,Yes,Cu,0.157585406,Cu,0.157585406,0
YOMBAE_charged,6.37722,4.1401,6.36865,1.48117,1573.92,1062.62,0,0,0.5824,0.393204,0,No,Cu,0.049351803,Mo,0.372588796,0
YUBFUX_clean,4.57585,3.63617,4.57585,1.78706,374.719,209.685,0,0,0.4068,0.227636,0,No,Zn,0.181116659,Zn,0.181116659,0
YUKBIP_clean,7.45539,5.14112,7.45539,1.50868,778.831,516.234,0,0,0.462,0.306228,0,No,Al,0.080306891,Al,0.080306891,0
YUKBIP01_clean,5.75762,4.94698,5.75762,1.54223,644.913,418.169,0,0,0.4546,0.294768,0,No,Al,0.080306891,Al,0.080306891,0
ZABQIC_ion_b,12.00373,11.11993,12.00373,0.767386,1559.55,2032.28,0,0,0.672,0.8757,0,Yes,Ag,0.081625864,Ag,0.081625864,0
ZAYKAN_charged,4.54951,3.26187,4.36618,3.87552,0,0,451.41,116.477,0.3896,0.100528,0,No,Nd,0.081751836,W,0.625168437,0
ZAYKER_charged,3.47997,2.43042,3.47406,3.86923,0,0,6.34612,1.64015,0.3872,0.100072,0,No,Sm,0.084924851,W,0.623008162,0
ZONBAH_clean,3.78181,3.08,3.75897,1.74272,0,0,98.3253,56.4206,0.4288,0.246052,0,No,Zr,0.168099683,Zr,0.168099683,0
ZONCAI_charged,3.54659,3.02102,3.54659,1.53387,0,0,14.2196,9.27041,0.3156,0.205754,0,No,Na,0.046846311,Zn,0.13322499,0
JEGCAA_clean,6.3181,4.02039,6.05808,1.62339,661.239,407.32,0,0,0.3936,0.242456,0,Yes,Zn,0.157547484,Zn,0.157547484,0
LAZXIV_clean,10.90811,7.24269,10.90811,0.858102,2105.18,2453.3,0,0,0.7086,0.825776,0,Yes,Cu,0.18695902,Cu,0.18695902,0
jacs.6b01663_ja6b01663_si_002_clean,24.65699,17.09587,24.65699,0.438285,1508.06,3440.83,0,0,0.8424,1.92204,0.000456324,Yes,Zr,0.244169053,Zr,0.244169053,0
LACNUB_clean,10.94579,5.16973,10.93074,0.864094,1771.17,2049.74,0.852229,0.986269,0.6286,0.727467,0,Yes,Cu,0.065788329,Cu,0.065788329,0
KAFTUI_clean,5.18489,3.11952,5.15884,1.51856,0,0,476.848,314.012,0.4642,0.305683,0,Yes,Zn,0.076805905,Zn,0.076805905,0
GITTUZ_clean,10.85901,8.03964,10.85901,1.03314,1392.4,1347.74,0,0,0.6084,0.588883,0,No,Zn,0.093502853,Zn,0.093502853,0
WOJGEI_clean,11.00642,3.49367,11.00642,1.11992,1472.25,1314.6,0,0,0.6212,0.554682,0,No,Zn,0.244988197,Zn,0.244988197,0
TOHDAX_clean,7.20792,4.54762,7.18428,2.94358,462.695,157.188,0,0,0.3644,0.123795,0,No,Zn,0.04308737,Zn,0.04308737,0
TOHDEB_clean,7.22857,4.58038,7.22827,2.56605,434.366,169.274,0,0,0.3352,0.130629,0,No,Zn,0.052101222,Zn,0.052101222,0
TOHDIF_clean,7.9584,4.37442,7.95588,1.6586,595.351,358.948,0,0,0.3912,0.235862,0,Yes,Zn,0.076151385,Zn,0.076151385,0
EHETER02_clean,6.13263,4.26006,6.13263,1.22774,976.225,795.139,0,0,0.4836,0.393894,0,No,Zn,0.184110928,Zn,0.184110928,0
BIBXUH_clean,14.73899,5.12647,14.73899,0.739806,2068.95,2796.6,0,0,0.7088,0.958089,0.00108136,No,Ni,0.124476271,Ni,0.124476271,0
BIBXOB_clean,19.69299,7.98654,19.69299,0.409554,1997.19,4876.5,0,0,0.826,2.01683,0.000488336,No,Ni,0.128834859,Ni,0.128834859,0
BIBXIV_clean,18.4936,4.06846,18.4936,0.9977,1657.17,1660.99,0,0,0.7322,0.733888,0,No,Ni,0.094125519,Ni,0.094125519,0
WOHTUK_clean,8.77393,5.62133,8.64409,1.0914,1046.66,959.008,13.2861,12.1735,0.5982,0.548106,0,Yes,Cu,0.192150029,Cu,0.192150029,0
EMAPAK_clean,11.21755,3.61918,11.21755,0.925375,1521.72,1644.44,0,0,0.637,0.688369,0,No,Zn,0.129461245,Zn,0.129461245,0
DIYKED_clean,4.3222,3.9714,4.30868,1.64821,471.45,286.037,0.0806433,0.0489277,0.4054,0.245963,0,No,Cd,0.151260391,Cd,0.151260391,0
RAKJIY_clean,7.34112,6.69192,7.3353,1.15393,1174.18,1017.55,55.3933,48.004,0.5396,0.467619,0,No,Cu,0.073366045,Cu,0.073366045,0
CIDLAE_clean,3.18792,2.4745,3.13545,2.76924,0,0,0,0,0.368,0.132889,0,No,Cu,0.035458426,Cu,0.035458426,0
OYODIQ_clean,10.86825,2.81795,10.86825,1.85304,0,0,1381.69,745.633,0.584,0.315157,0,Yes,Zn,0.201227432,Zn,0.201227432,0
FEHCIG_manual,7.75569,7.04294,7.74271,0.956692,1636.76,1710.86,0,0,0.6308,0.659355,0,No,Zn,0.057548967,Zn,0.057548967,0
WIYFAM_clean,9.09166,6.13483,9.09166,0.794129,2337.82,2943.87,0,0,0.7296,0.918742,0,Yes,Zn,0.106285785,Zn,0.106285785,0
HUDMIE_clean,8.55067,4.61783,8.54315,1.0423,1597.18,1532.36,0,0,0.6124,0.587545,0,Yes,Zn,0.153099695,Zn,0.153099695,0
HUDMOK_clean,10.65652,7.1324,10.54609,0.649476,2240.26,3449.33,0,0,0.7666,1.18034,0,Yes,Zn,0.153825884,Zn,0.153825884,0
ic502478u_si_003_clean,6.55769,3.80885,6.25374,1.35422,531.365,392.376,0.404029,0.298347,0.4662,0.344256,0,Yes,Cu,0.082793173,Cu,0.082793173,0
OCUNAC_manual,36.1506,14.04664,36.1506,0.427517,1422.73,3327.89,0,0,0.8368,1.95735,0,Yes,Cr,0.09975464,Cr,0.09975464,1
BOHJOZ_auto,7.4485,3.57263,7.4485,1.57117,1415.9,901.179,0,0,0.557,0.354513,0.000254588,No,Zr,0.143762627,Zr,0.143762627,1
ja500330a_si_009_auto,10.23354,4.21372,10.21937,1.02655,1874.68,1826.19,0,0,0.6604,0.643319,0,No,Zr,0.209912053,Zr,0.209912053,1
SICDAL_clean,2.83865,2.57119,2.83865,1.71176,0,0,0,0,0.3988,0.232977,0,No,Ga,0.129663655,Ga,0.129663655,1
cm901983a_si_001_clean,27.79726,11.16103,27.79599,0.630774,1349.52,2139.47,28.0221,44.4249,0.749,1.18743,0,Yes,Al,0.077388116,Al,0.077388116,1
PEYVEV_clean,8.8911,6.60199,8.13016,1.41868,1212.67,854.793,531.685,374.776,0.6316,0.445204,0,Yes,In,0.27489334,In,0.27489334,1
BOHKAM_clean,7.65165,3.33374,7.65165,1.74184,1303.21,748.177,0,0,0.5322,0.305538,0.000114821,No,Zr,0.169387543,Zr,0.169387543,1
ja500330a_si_006_auto,12.20585,6.15217,12.20585,0.793444,2143.73,2701.8,0,0,0.7068,0.8908,0.000252066,No,Zr,0.135223995,Zr,0.135223995,1
ja500330a_si_005_clean,6.34772,3.79741,5.91821,1.34881,2067.47,1532.8,0,0,0.5966,0.442315,0.000444835,Yes,Zr,0.135613579,Zr,0.135613579,1
WIZMAV_clean,12.96894,6.6809,12.96894,0.722585,2215.35,3065.86,0,0,0.7354,1.01774,0.000276784,No,Zr,0.246161485,Zr,0.246161485,1
ja500330a_si_007_auto,19.46238,14.48757,19.44715,0.798895,1320.38,1652.76,18.6426,23.3354,0.7758,0.971091,0.000500691,No,Zr,0.103600299,Zr,0.103600299,1
XICNOO_clean,19.61611,6.71064,19.54957,0.903297,1911.76,2116.42,0,0,0.747,0.826971,0.000221411,Yes,Zr,0.262482628,Zr,0.262482628,1
CELZUQ_clean,6.04113,3.76397,6.038,1.11974,1175.85,1050.11,0,0,0.5262,0.469931,0,No,Al,0.06643587,Al,0.06643587,1
BABRII_clean,16.97086,10.91918,16.97086,0.437369,1879.38,4297.01,0,0,0.8598,1.96585,0,No,Zn,0.146585848,Zn,0.146585848,1
ADUWIH_clean,9.28386,6.55138,8.99777,0.722123,2053.82,2844.14,0,0,0.7098,0.982935,0,Yes,Zn,0.211652202,Zn,0.211652202,1
XICYUF_clean,28.67887,6.71408,28.67887,0.993033,1674.12,1685.86,0,0,0.7044,0.709342,0.000201403,Yes,Zr,0.250529428,Zr,0.250529428,1
XICZAM_clean,19.52135,6.64584,19.52135,1.26176,1911.12,1514.64,0,0,0.7502,0.594564,0.000158508,Yes,Hf,0.406095182,Hf,0.406095182,1
XICYEP_SL,6.23549,4.07005,5.99515,1.80747,1927.34,1066.32,0,0,0.6084,0.336603,0.000442607,Yes,Hf,0.315623477,Hf,0.315623477,1
XICYIT_SL,6.2924,4.02189,6.26235,1.33234,1949.8,1463.44,0,0,0.6146,0.461294,0.000450336,Yes,Zr,0.233319249,Zr,0.233319249,1
